"service","messageFamily","albumIdentifier","category","categoryLabel","originRelease","finalPublicationRelease","effectiveSourceRelease","originBaseMessage","originBasis","priorFamilyBaseMessage","finalBaseMessage","originUGVersion","finalUGVersion","baseVersionChanged","ugVersionChanged","xsdStructureChanged","totalDelta","delta_pathsAdded","delta_pathsRemoved","delta_pathsChanged","delta_simpleTypesAdded","delta_simpleTypesRemoved","delta_simpleTypesChanged","delta_complexTypesAdded","delta_complexTypesRemoved","delta_complexTypesChanged","matchedCRs","crRationale","priorLocalArchiveStatus","priorLocalArchiveLatestRelease","priorLocalArchiveEvidence","priorLocalArchiveCount","mystandardsHistoryStatus","mystandardsHistoryType","mystandardsHistoryEvidence","mystandardsHistoryCount","effectiveNote"
"T2S","camt.082.001","camt.082_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.082.001.02","R2026.JUN package","","camt.082.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.083.001","camt.083_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.083.001.02","R2026.JUN package","","camt.083.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.084.001","camt.084_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.084.001.02","R2026.JUN package","","camt.084.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.085.001","camt.085_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.085.001.02","R2026.JUN package","","camt.085.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","colr.001.001","colr.001_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","colr.001.001.02","R2026.JUN package","","colr.001.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","colr.002.001","colr.002_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","colr.002.001.02","R2026.JUN package","","colr.002.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","draft7semt.026.001","semt.026_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","draft7semt.026.001.01","R2026.JUN package","","draft7semt.026.001.01","3","3","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","head.001.001","head.001_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","head.001.001.04","R2026.JUN package","","head.001.001.04","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","semt.020.001","semt.020_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","semt.020.001.07","R2026.JUN package","","semt.020.001.07","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"TIPS","acmt.015.001","acmt.015_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","acmt.015.001.04","R2026.JUN package","","acmt.015.001.05","4","2","True","True","True","6","0","0","2","0","0","0","1","1","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.025.001","camt.025_RTGS_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.025.001.07","R2026.JUN package","","camt.025.001.09","2","3","True","True","True","15","2","1","3","0","0","0","4","3","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.025.001","camt.025_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.025.001.07","R2026.JUN package","","camt.025.001.09","2","3","True","True","True","15","2","1","3","0","0","0","4","3","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.052.001","camt.052_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.052.001.12","R2026.JUN package","","camt.052.001.14","4","2","True","True","True","8","0","0","2","0","0","0","2","2","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.053.001","camt.053_GL_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.053.001.12","R2026.JUN package","","camt.053.001.14","4","1","True","True","True","8","0","0","2","0","0","0","2","2","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.053.001","camt.053_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.053.001.12","R2026.JUN package","","camt.053.001.14","5","1","True","True","True","19","0","0","5","0","0","2","5","5","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","camt.054.001","camt.054_TIPS","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.054.001.12","R2026.JUN package","","camt.054.001.14","5","3","True","True","True","20","0","0","6","0","0","0","6","6","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"TIPS","acmt.010.001","acmt.010_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","acmt.010.001.04","R2026.JUN package","","acmt.010.001.04","2","3","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","acmt.011.001","acmt.011_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","acmt.011.001.04","R2026.JUN package","","acmt.011.001.04","3","4","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","admi.004.001","admi.004_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","admi.004.001.02","R2026.JUN package","","admi.004.001.02","8","9","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.003.001","camt.003_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.003.001.08","R2026.JUN package","","camt.003.001.08","2","3","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.004.001","camt.004_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.004.001.10","R2026.JUN package","","camt.004.001.10","3","4","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.005.001","camt.005_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.005.001.11","R2026.JUN package","","camt.005.001.11","4","5","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.006.001","camt.006_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.006.001.11","R2026.JUN package","","camt.006.001.11","5","6","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.011.001","camt.011_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.011.001.08","R2026.JUN package","","camt.011.001.08","2","3","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.019.001","camt.019_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.019.001.07","R2026.JUN package","","camt.019.001.07","6","9","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.029.001","camt.029_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.029.001.09","R2026.JUN package","","camt.029.001.09","14","15","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.029.001","camt.029_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.029.001.09","R2026.JUN package","","camt.029.001.09","11","12","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.050.001","camt.050_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.050.001.07","R2026.JUN package","","camt.050.001.07","4","5","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.056.001","camt.056_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.056.001.08","R2026.JUN package","","camt.056.001.08","21","22","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","camt.056.001","camt.056_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.056.001.08","R2026.JUN package","","camt.056.001.08","10","11","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.002.001","pacs.002_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.002.001.10","R2026.JUN package","","pacs.002.001.10","14","15","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.002.001","pacs.002_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.002.001.10","R2026.JUN package","","pacs.002.001.10","9","10","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.002.001","pacs.002_TIPS_XCY","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.002.001.10","R2026.JUN package","","pacs.002.001.10","9","10","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.004.001","pacs.004_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.004.001.09","R2026.JUN package","","pacs.004.001.09","17","18","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.004.001","pacs.004_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.004.001.09","R2026.JUN package","","pacs.004.001.09","9","10","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.008.001","pacs.008_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.008.001.08","R2026.JUN package","","pacs.008.001.08","22","23","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.008.001","pacs.008_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.008.001.08","R2026.JUN package","","pacs.008.001.08","14","15","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.008.001","pacs.008_TIPS_XCY","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.008.001.08","R2026.JUN package","","pacs.008.001.08","15","19","False","True","True","10","0","0","4","1","1","0","0","1","3","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"TIPS","pacs.028.001","pacs.028_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.028.001.03","R2026.JUN package","","pacs.028.001.03","15","16","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.028.001","pacs.028_TIPS_RIX-INST","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.028.001.03","R2026.JUN package","","pacs.028.001.03","12","13","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","pacs.028.001","pacs.028_TIPS_XCY","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","pacs.028.001.03","R2026.JUN package","","pacs.028.001.03","10","11","False","True","True","669","566","0","0","34","0","0","68","0","1","TIPS-0080-SYS(2); TIPS-0105-SYS(2)","TIPS-0080-SYS: release match | TIPS-0105-SYS: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"TIPS","reda.016.001","reda.016_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","reda.016.001.01","R2026.JUN package","","reda.016.001.01","7","8","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","reda.022.001","reda.022_TIPS","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","reda.022.001.02","R2026.JUN package","","reda.022.001.02","4","5","False","True","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","","","","0","","","","0","UG version changed while the ISO base message version stays the same."
"TIPS","acmt.023.001","acmt.023_TIPS","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","acmt.023.001.04","","1","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","No prior local archive match found","","","0","No prior MyStandards match found before R2026.NOV","none","","0","Present in the NOV publication set, but absent from the downloaded JUN package for this service/variant."
"TIPS","acmt.024.001","acmt.024_TIPS","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","acmt.024.001.04","","1","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","No prior local archive match found","","","0","No prior MyStandards match found before R2026.NOV","none","","0","Present in the NOV publication set, but absent from the downloaded JUN package for this service/variant."
"TIPS","camt.027.001","camt.027_TIPS_XCY","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","camt.027.001.07","","2","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","No prior local archive match found","","","0","No prior MyStandards match found before R2026.NOV","none","","0","Present in the NOV publication set, but absent from the downloaded JUN package for this service/variant."
"TIPS","camt.029.001","camt.029_TIPS_XCY","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","camt.029.001.09","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final TARGET2/RTGS_PaymentCancellationRequest_ResolutionOfInvestigation; release.NOV.2025 Final CLM/CLM_PaymentCancellationRequest_ResolutionOfInvestigation; release.OCT.2025 Final TIPS/camt.029_TIPS_RIX-INST; release.OCT.2025 Final TIPS/camt.029_TIPS","14","Exact ISO version seen before R2026.NOV in MyStandards","exact_version","camt.029.001.09 | RTGS_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2026.JUN; camt.029.001.09 | camt.029_TIPS_RIX-INST | UDFS TIPS R2026.JUN; camt.029.001.09 | camt.029_TIPS | UDFS TIPS R2026.JUN; camt.029.001.09 | RTGS_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2025.NOV; camt.029.001.09 | CLM_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2025.NOV","21","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"TIPS","camt.056.001","camt.056_TIPS_XCY","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","camt.056.001.08","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final TARGET2/RTGS_PaymentCancellationRequest_ResolutionOfInvestigation; release.NOV.2025 Final CLM/CLM_PaymentCancellationRequest_ResolutionOfInvestigation; release.OCT.2025 Final TIPS/camt.056_TIPS_RIX-INST; release.OCT.2025 Final TIPS/camt.056_TIPS","14","Exact ISO version seen before R2026.NOV in MyStandards","exact_version","camt.056.001.08 | RTGS_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2026.JUN; camt.056.001.08 | camt.056_TIPS_RIX-INST | UDFS TIPS R2026.JUN; camt.056.001.08 | camt.056_TIPS | UDFS TIPS R2026.JUN; camt.056.001.08 | RTGS_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2025.NOV; camt.056.001.08 | CLM_PaymentCancellationRequest_ResolutionOfInvestigation | UDFS T2 R2025.NOV","21","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"TIPS","pacs.004.001","pacs.004_TIPS_XCY","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","pacs.004.001.09","","4","False","False","False","0","0","0","0","0","0","0","0","0","0","TIPS-0105-SYS(3); TIPS-0080-SYS(2)","TIPS-0105-SYS: release match; low-delta editorial cue | TIPS-0080-SYS: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final TARGET2/RTGS_pacs_guidelines; release.OCT.2025 Final TIPS/pacs.004_TIPS_RIX-INST; release.OCT.2025 Final TIPS/pacs.004_TIPS; release.JUN.2025 Obsolete TIPS/pacs.004_TIPS_RIX-INST","12","Exact ISO version seen before R2026.NOV in MyStandards","exact_version","pacs.004.001.09 | RTGS_pacs_guidelines | UDFS T2 R2026.JUN; pacs.004.001.09 | pacs.004_TIPS_RIX-INST | UDFS TIPS R2026.JUN; pacs.004.001.09 | pacs.004_TIPS | UDFS TIPS R2026.JUN; pacs.004.001.09 | RTGS_pacs_guidelines | UDFS T2 R2025.NOV; pacs.004.001.09 | pacs.004_TIPS_RIX-INST | UDFS TIPS R2025.OCT","15","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
