"service","messageFamily","albumIdentifier","category","categoryLabel","originRelease","finalPublicationRelease","effectiveSourceRelease","originBaseMessage","originBasis","priorFamilyBaseMessage","finalBaseMessage","originUGVersion","finalUGVersion","baseVersionChanged","ugVersionChanged","xsdStructureChanged","totalDelta","delta_pathsAdded","delta_pathsRemoved","delta_pathsChanged","delta_simpleTypesAdded","delta_simpleTypesRemoved","delta_simpleTypesChanged","delta_complexTypesAdded","delta_complexTypesRemoved","delta_complexTypesChanged","matchedCRs","crRationale","priorLocalArchiveStatus","priorLocalArchiveLatestRelease","priorLocalArchiveEvidence","priorLocalArchiveCount","mystandardsHistoryStatus","mystandardsHistoryType","mystandardsHistoryEvidence","mystandardsHistoryCount","effectiveNote"
"T2S","semt.017.001","semt.017_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","semt.017.001.12","R2026.JUN package","","semt.017.001.14","2","2","True","False","True","60","1","0","28","3","2","0","10","10","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","semt.018.001","semt.018_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","semt.018.001.13","R2026.JUN package","","semt.018.001.15","1","2","True","True","True","69","1","0","27","4","3","0","14","14","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","semt.019.001","semt.019_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","semt.019.001.10","R2026.JUN package","","semt.019.001.12","2","2","True","False","True","54","1","0","26","3","2","0","8","8","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","semt.022.001","semt.022_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","semt.022.001.05","R2026.JUN package","","semt.022.001.07","3","1","True","True","True","46","0","0","14","3","3","0","11","11","3","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.020.001","sese.020_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.020.001.07","R2026.JUN package","","sese.020.001.08","2","4","True","True","True","40","0","0","22","1","1","0","5","5","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.021.001","sese.021_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.021.001.06","R2026.JUN package","","sese.021.001.08","1","1","True","False","True","15","0","0","4","1","1","0","3","3","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.022.001","sese.022_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.022.001.06","R2026.JUN package","","sese.022.001.08","1","1","True","False","True","5","0","0","1","0","0","0","1","1","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.023.001","sese.023_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.023.001.11","R2026.JUN package","","sese.023.001.13","1","5","True","True","True","145","1","0","79","6","5","0","23","22","8","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.024.001","sese.024_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.024.001.12","R2026.JUN package","","sese.024.001.14","2","2","True","False","True","54","1","0","26","3","2","0","8","8","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.025.001","sese.025_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.025.001.11","R2026.JUN package","","sese.025.001.13","2","2","True","False","True","71","1","0","35","3","2","0","12","12","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.027.001","sese.027_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.027.001.07","R2026.JUN package","","sese.027.001.09","1","2","True","True","True","38","0","0","14","1","1","0","10","10","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.028.001","sese.028_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.028.001.10","R2026.JUN package","","sese.028.001.12","2","2","True","False","True","54","1","0","26","3","2","0","8","8","5","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.029.001","sese.029_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.029.001.06","R2026.JUN package","","sese.029.001.07","1","2","True","True","True","20","0","0","8","0","0","0","5","5","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.030.001","sese.030_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.030.001.09","R2026.JUN package","","sese.030.001.10","1","4","True","True","True","27","0","0","10","1","1","0","5","5","4","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.031.001","sese.031_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.031.001.09","R2026.JUN package","","sese.031.001.11","1","1","True","False","True","25","0","0","8","1","1","0","6","6","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","sese.032.001","sese.032_T2S","iso_version_changed","ISO version changed","R2026.JUN","R2026.NOV","R2026.NOV","sese.032.001.11","R2026.JUN package","","sese.032.001.13","1","2","True","True","True","95","0","0","44","3","3","0","20","20","4","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","The ISO 20022 base message version changes."
"T2S","admi.005.001","admi.005_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","admi.005.001.02","R2026.JUN package","","admi.005.001.02","1","2","False","True","True","5","0","0","2","1","1","0","0","0","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.003.001","camt.003_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.003.001.08","R2026.JUN package","","camt.003.001.08","1","2","False","True","True","8","0","0","2","2","2","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.004.001","camt.004_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.004.001.10","R2026.JUN package","","camt.004.001.10","1","2","False","True","True","8","0","0","2","2","2","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.005.001","camt.005_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.005.001.11","R2026.JUN package","","camt.005.001.11","3","4","False","True","True","8","0","0","2","2","2","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.006.001","camt.006_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.006.001.11","R2026.JUN package","","camt.006.001.11","1","2","False","True","True","8","0","0","2","2","2","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.009.001","camt.009_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.009.001.08","R2026.JUN package","","camt.009.001.08","5","4","False","True","True","4","0","0","1","1","1","0","0","0","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.010.001","camt.010_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.010.001.09","R2026.JUN package","","camt.010.001.09","1","3","False","True","True","8","0","0","3","2","1","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.069.001","camt.069_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.069.001.05","R2026.JUN package","","camt.069.001.05","4","3","False","True","True","5","0","0","2","1","1","0","0","0","1","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.070.001","camt.070_T2S","same_iso_ug_schema_changed","Same ISO version, UG/schema changed","R2026.JUN","R2026.NOV","R2026.NOV","camt.070.001.06","R2026.JUN package","","camt.070.001.06","1","2","False","True","True","6","0","0","2","1","1","0","0","0","2","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","","","","0","","","","0","UG version changed, XSD structure changed while the ISO base message version stays the same."
"T2S","camt.064.001","camt.064_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","camt.064.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/camt.064","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","camt.065.001","camt.065_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","camt.065.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/camt.065","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.028.001","semt.028_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.028.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.028","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.029.001","semt.029_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.029.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.029; release.JUN.2024 Obsolete T2S/semt.029","2","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.030.001","semt.030_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.030.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.030","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.031.001","semt.031_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.031.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.031","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.032.001","semt.032_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.032.001.01","","2","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.032","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.033.001","semt.033_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.033.001.01","","2","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.033","1","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","semt.034.001","semt.034_T2S","nov_not_in_jun","In NOV, absent from JUN package","","R2026.NOV","R2026.NOV","","","","semt.034.001.01","","3","False","False","False","0","0","0","0","0","0","0","0","0","0","T2S-0859-SYS(11); T2S-0843-SYS(6); T2S-0854-SYS(6); T2S-0798-URD(2)","T2S-0859-SYS: release match; message/schema CR cue; ISO/MR 2026 cue | T2S-0843-SYS: release match; message/schema CR cue | T2S-0854-SYS: release match; message/schema CR cue | T2S-0798-URD: release match","Previously seen before R2026.JUN in local archive","release.NOV.2025 Final","release.NOV.2025 Final T2S/semt.034; release.JUN.2024 Obsolete T2S/semt.034","2","No prior MyStandards match found before R2026.NOV","none","","0","Present in NOV and absent from the downloaded JUN package; local archive evidence shows this ISO message version before R2026.JUN, latest release.NOV.2025 Final."
"T2S","camt.019.001","camt.019_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.019.001.07","R2026.JUN package","","camt.019.001.07","5","5","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.050.001","camt.050_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.050.001.07","R2026.JUN package","","camt.050.001.07","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.051.001","camt.051_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.051.001.07","R2026.JUN package","","camt.051.001.07","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.066.001","camt.066_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.066.001.02","R2026.JUN package","","camt.066.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.067.001","camt.067_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.067.001.02","R2026.JUN package","","camt.067.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.068.001","camt.068_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.068.001.02","R2026.JUN package","","camt.068.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.072.001","camt.072_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.072.001.02","R2026.JUN package","","camt.072.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.073.001","camt.073_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.073.001.02","R2026.JUN package","","camt.073.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.074.001","camt.074_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.074.001.02","R2026.JUN package","","camt.074.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.075.001","camt.075_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.075.001.02","R2026.JUN package","","camt.075.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.078.001","camt.078_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.078.001.02","R2026.JUN package","","camt.078.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.079.001","camt.079_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.079.001.02","R2026.JUN package","","camt.079.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.080.001","camt.080_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.080.001.02","R2026.JUN package","","camt.080.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
"T2S","camt.081.001","camt.081_T2S","carried_forward","Carried forward from JUN, still effective","R2026.JUN","","R2026.JUN","camt.081.001.02","R2026.JUN package","","camt.081.001.02","1","1","False","False","False","0","0","0","0","0","0","0","0","0","0","","No NOV package was published for this service/variant; the JUN package remains effective.","","","","0","","","","0","No NOV package was published for this service/variant; the JUN package remains effective."
